inst#,actual,predicted,error,prediction,tweet,tweet,ID,SentiReal,SentPredict,SentPredict/2,sentPredictlog,,AVGReal,AVGPredict
151,1,1,,0.81,'picked up like going 2014','picked up like going 2014',18479024,0.653,0.81,0.405,,,,
124,1,1,,0.96,'double bottom handle buy point','double bottom handle buy point',5478087,0.654,0.96,0.48,,,,
11,1,1,,1,'long buying point','long buying point',7.19535E+17,0.66,1,0.5,,,,
69,1,1,,1,'rally friday new52weekhighs','rally friday new52weekhighs',7.084E+17,0.66,1,0.5,,,,
87,1,1,,1,'rally friday new52weekhighs','rally friday new52weekhighs',7.084E+17,0.66,1,0.5,,,,
200,1,1,,1,'rally friday new52weekhighs','rally friday new52weekhighs',7.084E+17,0.66,1,0.5,,,,
151,1,1,,1,'rally friday new52weekhighs','rally friday new52weekhighs',7.084E+17,0.66,1,0.5,,,,
3,1,1,,1,'rally friday new52weekhighs','rally friday new52weekhighs',7.084E+17,0.66,1,0.5,,,,
31,1,1,,0.89,'loaded up bsx yesterday looking good','loaded up bsx yesterday looking good',8874880,0.664,0.89,0.445,,,,
124,1,1,,0.75,'nugt fucking beast mode kicking shirts nugt pouch','nugt fucking beast mode kicking shirts nugt pouch',7.19528E+17,0.665,0.75,0.375,,,,
163,1,1,,0.96,'oil break adding chevron','oil break adding chevron',7.10211E+17,0.666,0.96,0.48,,,,
178,1,1,,0.96,'oil break adding chevron','oil break adding chevron',7.10211E+17,0.666,0.96,0.48,,,,
180,1,1,,0.99,'oil break adding chevron','oil break adding chevron',7.10211E+17,0.666,0.99,0.495,,,,
31,1,1,,0.99,'oil break adding chevron','oil break adding chevron',7.10211E+17,0.666,0.99,0.495,,,,
179,1,1,,0.82,'time accumulate long position far upside downside','time accumulate long position far upside downside',34147106,0.668,0.82,0.41,,,,
92,1,1,,0.98,'long position','long position',14719203,0.674,0.98,0.49,,,,
98,1,1,,0.73,'looking sexy morning break volume','looking sexy morning break volume',7.19513E+17,0.678,0.73,0.365,,,,
89,1,1,,1,'awesomely bullish stocks','awesomely bullish stocks',6140513,0.68,1,0.5,,,,
141,1,1,,0.67,'adding position','adding position',5396231,0.685,0.67,0.335,,,,
62,1,1,,0.95,'producing bullish macd xover','producing bullish macd xover',26304683,0.691,0.95,0.475,,,,
24,1,1,,0.94,'reiterated outperform rating','reiterated outperform rating',5988258,0.694,0.94,0.47,,,,
170,1,1,,0.96,'held up well big gains still undervalued major upside','held up well big gains still undervalued major upside',34273656,0.695,0.96,0.48,,,,
100,1,1,,0.88,'googl setting up above 50day moving average','googl setting up above 50day moving average',7.19591E+17,0.696,0.88,0.44,,,,
55,1,1,,0.93,'stochastics finally starting turn up buying','stochastics finally starting turn up buying',5817518,0.702,0.93,0.465,,,,
132,1,1,,0.68,'2nd raise year ncreases quarterly cash dividend 20 percent','2nd raise year ncreases quarterly cash dividend 20 percent',16391735,0.705,0.68,0.34,,,,
67,1,1,,0.98,'upgraded buy alpha street research','upgraded buy alpha street research',16072337,0.715,0.98,0.49,,,,
182,1,1,,0.82,'intc aapl strong tech leads dow higher','intc aapl strong tech leads dow higher',7.1953E+17,0.722,0.82,0.41,,,,
58,1,1,,0.99,'bought call omnivision tech beat earnings','bought call omnivision tech beat earnings',17832244,0.722,0.99,0.495,,,,
166,1,1,,0.93,'breakout consolidation zone bot','breakout consolidation zone bot',33097782,0.724,0.93,0.465,,,,
146,1,1,,0.8,'ascending base breakout starting gain traction strong stock','ascending base breakout starting gain traction strong stock',9600757,0.733,0.8,0.4,,,,
33,1,1,,0.88,'bought 3500 shares today','bought 3500 shares today',19344478,0.738,0.88,0.44,,,,
64,1,1,,0.68,'buying fas last week play month wish woulda pulled trigger','buying fas last week play month wish woulda pulled trigger',10610415,0.74,0.68,0.34,,,,
149,1,1,,0.91,'strong move today junior gold miners keep eye gap fill','strong move today junior gold miners keep eye gap fill',30403288,0.75,0.91,0.455,,,,
7,1,1,,0.74,'bull day','bull day',33818248,0.769,0.74,0.37,,,,
112,1,1,,0.78,'chk 1356','chk 1356',7.19556E+17,0.781,0.78,0.39,,,,
164,1,1,,0.86,'gapping up time highs','gapping up time highs',34298461,0.782,0.86,0.43,,,,
57,1,1,,0.77,'joe getting attention no2 nyse 100 top buying list','joe getting attention no2 nyse 100 top buying list',16681249,0.788,0.77,0.385,,,,
23,1,1,,0.64,'play tmrw','play tmrw',6003051,0.805,0.64,0.32,,,,
174,1,1,,0.89,'upgrade today ms overweight excellent company leadership','upgrade today ms overweight excellent company leadership',15658194,0.813,0.89,0.445,,,,
112,1,1,,0.87,'yes buy everything up','yes buy everything up',6058084,0.829,0.87,0.435,,,,
31,1,1,,0.81,'trading alltime high strong earnings report','trading alltime high strong earnings report',5468109,0.887,0.81,0.405,,,,
106,1,1,,0.98,'stay long','stay long',5775720,0.951,0.98,0.49,,,,
57,1,1,,0.99,'nice breakout nice stock','nice breakout nice stock',6704349,1,0.99,0.495,,,,
